scope,key,where,keep_exactly,en,nl,fr,de,es,it,en-US,sv
signage-outdoor,eyebrow,signage-outdoor | small green line above the headline,&amp;,SIGNAGE &amp; OUTDOOR,SIGNING &amp; BUITENRECLAME,SIGNALÉTIQUE &amp; EXTÉRIEUR,BESCHILDERUNG &amp; AUSSENWERBUNG,RÓTULOS &amp; EXTERIOR,INSEGNE &amp; ESTERNI,,
signage-outdoor,grid_h,signage-outdoor | grid_h,&amp;,More in Signage &amp; Outdoor,Meer in Signing &amp; Buitenreclame,Plus en Signalétique &amp; Extérieur,Mehr in Beschilderung &amp; Außenwerbung,Más en Rótulos &amp; Exterior,Altro in Insegne &amp; Esterni,,
signage-outdoor,grid_sub,signage-outdoor | grid_sub,,Two more that go up quickly and come back out for the next one.,Nog twee die snel staan en er bij de volgende keer weer uit komen.,Deux autres qui se montent vite et ressortent pour la fois suivante.,"Zwei weitere, die schnell stehen und beim nächsten Mal wieder rauskommen.",Dos más que se montan rápido y vuelven a salir la próxima vez.,Altri due che si montano in fretta e tornano fuori la volta dopo.,,
signage-outdoor,h1,signage-outdoor | main headline,,"For the next event, or the front of the building?","Voor het volgende evenement, of voor de gevel?","Pour le prochain événement, ou pour la façade ?",Für das nächste Event oder für die Fassade?,"¿Para el próximo evento, o para la fachada?",Per il prossimo evento o per la facciata?,,
signage-outdoor,hero_alt,signage-outdoor | hero_alt,,Three printed flags flying on masts against a bright sky,Drie bedrukte vlaggen aan masten tegen een heldere lucht,Trois drapeaux imprimés sur des mâts devant un ciel lumineux,Drei bedruckte Fahnen an Masten vor hellem Himmel,Tres banderas impresas en mástiles contra un cielo despejado,Tre bandiere stampate su pennoni contro un cielo limpido,,
signage-outdoor,pre,signage-outdoor | hidden preheader - the inbox snippet,,"Signs, flags and banners, for a day out or a decade.","Borden, vlaggen en spandoeken, voor één dag of tien jaar.","Panneaux, drapeaux et banderoles, pour une journée ou dix ans.","Schilder, Fahnen und Banner, für einen Tag oder zehn Jahre.","Carteles, banderas y lonas, para un día o para diez años.","Insegne, bandiere e striscioni, per un giorno o per dieci anni.",,
signage-outdoor,sect_h,signage-outdoor | section heading,,Where most signage starts,Waar de meeste signing begint,Par où commence la plupart de la signalétique,Womit die meiste Beschilderung anfängt,Por dónde empieza la mayoría de la rotulación,Da dove parte la maggior parte delle insegne,,
signage-outdoor,sect_sub,signage-outdoor | line under the section heading,,The two formats businesses order most when something has to be read from a distance.,De twee formaten die bedrijven het meest bestellen als iets van een afstand leesbaar moet zijn.,Les deux formats que les entreprises commandent le plus quand il faut lire de loin.,"Die zwei Formate, die Unternehmen am häufigsten bestellen, wenn etwas aus der Ferne lesbar sein muss.",Los dos formatos que más piden las empresas cuando algo tiene que leerse desde lejos.,I due formati che le aziende ordinano di più quando qualcosa deve leggersi da lontano.,,
signage-outdoor,sub,signage-outdoor | line under the headline,,"Signs, flags and banners, built for one afternoon outdoors or several years of it.","Borden, vlaggen en spandoeken, gemaakt voor één middag buiten of voor jaren.","Panneaux, drapeaux et banderoles, faits pour un après-midi dehors ou pour des années.","Schilder, Fahnen und Banner, gemacht für einen Nachmittag draußen oder für Jahre.","Carteles, banderas y lonas, hechos para una tarde al aire libre o para años.","Insegne, bandiere e striscioni, fatti per un pomeriggio all'aperto o per anni.",,
stationery,block.body,stationery | block.body,,"Letterheads, envelopes and notepads only look like a set if the colour matches on all three. Send them together and we will keep them consistent rather than treating them as separate jobs.","Briefpapier, enveloppen en notitieblokken zien er alleen uit als een set als de kleur op alle drie klopt. Stuur ze samen, dan houden wij ze gelijk in plaats van ze als losse opdrachten te behandelen.","Papier en-tête, enveloppes et blocs-notes ne forment une série que si la couleur est identique sur les trois. Envoyez-les ensemble et nous les garderons cohérents au lieu de les traiter comme des commandes séparées.","Briefpapier, Umschläge und Blöcke wirken nur als Set, wenn die Farbe auf allen dreien stimmt. Schicken Sie sie zusammen, dann halten wir sie einheitlich, statt sie als getrennte Aufträge zu behandeln.","El papel de carta, los sobres y los blocs solo parecen un conjunto si el color coincide en los tres. Envíalos juntos y los mantendremos iguales en lugar de tratarlos como pedidos separados.","Carta intestata, buste e blocchi sembrano un set solo se il colore coincide su tutti e tre. Mandaceli insieme e li terremo uguali, invece di trattarli come ordini separati.",,
stationery,block.title,stationery | block.title,,Print the set as one job,Druk de set als één opdracht,Imprimez la série en une seule commande,Drucken Sie das Set als einen Auftrag,Imprime el conjunto en un solo pedido,Stampa il set in un unico ordine,,
stationery,body.Envelopes,stationery | body.Envelopes,,"Your name on the outside, so post does not arrive anonymous. Windowed or plain, and in the sizes that fit the letterheads you already print.","Je naam op de buitenkant, zodat post niet anoniem aankomt. Met venster of zonder, en in de maten die passen bij het briefpapier dat je al laat drukken.","Votre nom à l'extérieur, pour que le courrier n'arrive pas anonyme. Avec ou sans fenêtre, et dans les formats qui vont avec le papier en-tête que vous imprimez déjà.","Ihr Name außen, damit Post nicht anonym ankommt. Mit oder ohne Fenster, und in den Formaten, die zu Ihrem vorhandenen Briefpapier passen.","Tu nombre por fuera, para que el correo no llegue anónimo. Con ventana o sin ella, y en los tamaños que encajan con el papel de carta que ya imprimes.","Il tuo nome all'esterno, così la posta non arriva anonima. Con o senza finestra, e nei formati che vanno con la carta intestata che già stampi.",,
stationery,body.Notepads,stationery | body.Notepads,,"Glued at the head so a sheet tears off clean, printed on every sheet or just the top one. Worth pricing the next quantity up before you order: the difference is rarely what you expect.","Aan de kop gelijmd zodat een vel er netjes af scheurt, bedrukt op elk vel of alleen op het bovenste. Reken het volgende aantal even door voor je bestelt: het verschil valt zelden uit zoals je denkt.","Collés en tête pour que la feuille se détache proprement, imprimés sur chaque feuille ou seulement sur la première. Regardez le prix de la quantité au-dessus avant de commander : l'écart est rarement celui qu'on imagine.","Am Kopf geleimt, damit sich ein Blatt sauber abtrennt, bedruckt auf jedem Blatt oder nur auf dem obersten. Rechnen Sie vor der Bestellung die nächstgrößere Menge durch: Der Unterschied fällt selten so aus, wie man denkt.","Encolados por la cabecera para que la hoja se arranque limpia, impresos en todas las hojas o solo en la primera. Mira el precio de la cantidad siguiente antes de pedir: la diferencia rara vez es la que esperas.","Incollati in testa così il foglio si stacca pulito, stampati su ogni foglio o solo sul primo. Guarda il prezzo della quantità successiva prima di ordinare: la differenza raramente è quella che immagini.",,
stationery,eyebrow,stationery | small green line above the headline,,BUSINESS STATIONERY,ZAKELIJK DRUKWERK,PAPETERIE D'ENTREPRISE,GESCHÄFTSAUSSTATTUNG,PAPELERÍA DE EMPRESA,CARTA E BUSTE AZIENDALI,,
stationery,grid_h,stationery | grid_h,,The rest of the set,De rest van de set,Le reste de la série,Der Rest des Sets,El resto del conjunto,Il resto del set,,
stationery,grid_sub,stationery | grid_sub,,Two more that tend to go in the same order.,Nog twee die meestal in dezelfde bestelling zitten.,Deux autres qui partent souvent dans la même commande.,"Zwei weitere, die meistens mitbestellt werden.",Dos más que suelen ir en el mismo pedido.,Altri due che di solito vanno nello stesso ordine.,,
stationery,h1,stationery | main headline,,Running low on office stationery?,Raakt je kantoordrukwerk op?,Vos fournitures de bureau s'épuisent ?,Geht Ihre Geschäftsausstattung zur Neige?,¿Se te está acabando la papelería?,Stai finendo la carta intestata?,,
stationery,hero_alt,stationery | hero_alt,,"A printed letterhead, business cards, a branded envelope and two pens on a table","Bedrukt briefpapier, visitekaartjes, een bedrukte envelop en twee pennen op tafel","Du papier en-tête imprimé, des cartes de visite, une enveloppe personnalisée et deux stylos sur une table","Bedrucktes Briefpapier, Visitenkarten, ein bedruckter Umschlag und zwei Stifte auf einem Tisch","Papel de carta impreso, tarjetas de visita, un sobre personalizado y dos bolígrafos sobre una mesa","Carta intestata stampata, biglietti da visita, una busta personalizzata e due penne su un tavolo",,
stationery,pre,stationery | hidden preheader - the inbox snippet,,"The print that runs out quietly, and what to top up.","Het drukwerk dat ongemerkt opraakt, en wat je moet bijbestellen.","Les imprimés qui s'épuisent sans bruit, et ce qu'il faut recommander.","Die Drucksachen, die unbemerkt ausgehen, und was Sie nachbestellen sollten.","El material impreso que se acaba sin avisar, y qué reponer.","La stampa che finisce senza farsi notare, e cosa riordinare.",,
stationery,sect_h,stationery | section heading,,Where most reorders start,Waar de meeste nabestellingen beginnen,Par où commencent la plupart des réassorts,Womit die meisten Nachbestellungen anfangen,Por dónde empiezan la mayoría de las reposiciones,Da dove parte la maggior parte dei riordini,,
stationery,sect_sub,stationery | line under the section heading,,"The two that run out first, and what usually goes in the same order.","De twee die het eerst opraken, en wat er meestal bij besteld wordt.","Les deux qui s'épuisent en premier, et ce qui part généralement dans la même commande.","Die zwei, die zuerst ausgehen, und was meistens mitbestellt wird.","Los dos que se acaban antes, y lo que suele ir en el mismo pedido.","I due che finiscono per primi, e cosa di solito va nello stesso ordine.",,
stationery,sub,stationery | line under the headline,,"Letterheads, envelopes and notepads, in quantities that last a while without filling a cupboard.","Briefpapier, enveloppen en notitieblokken, in aantallen die lang meegaan zonder je kast te vullen.","Papier en-tête, enveloppes et blocs-notes, en quantités qui durent sans encombrer le placard.","Briefpapier, Umschläge und Blöcke, in Mengen, die lange reichen, ohne den Schrank zu füllen.","Papel de carta, sobres y blocs, en cantidades que duran sin llenarte el armario.","Carta intestata, buste e blocchi, in quantità che durano senza riempire l'armadio.",,
welcome-01,alt_office,"Welcome 1 - day 0, has the code | alt_office",,The Helloprint team in the office,Het Helloprint-team op kantoor,L'équipe Helloprint au bureau,Das Helloprint-Team im Büro,El equipo de Helloprint en la oficina,Il team Helloprint in ufficio,,Helloprint-teamet på kontoret
welcome-01,code_line,"Welcome 1 - day 0, has the code | note under the code",&middot; 10% @@CAP@@,"10% off your first order, up to @@CAP@@ &middot; expires in 5 days","10% korting op je eerste order, tot @@CAP@@ &middot; nog 5 dagen geldig","10% sur votre première commande, jusqu'à @@CAP@@ &middot; valable 5 jours","10% auf Ihre erste Bestellung, bis zu @@CAP@@ &middot; nur 5 Tage gültig","10% en tu primer pedido, hasta @@CAP@@ &middot; válido 5 días","10% sul tuo primo ordine, fino a @@CAP@@ &middot; valido 5 giorni",,"10 % rabatt på din första order, upp till @@CAP@@ &middot; giltig i 5 dagar"
welcome-01,codelbl,"Welcome 1 - day 0, has the code | label above the code, inside the dashed box",,YOUR CODE,JOUW CODE,VOTRE CODE,IHR CODE,TU CÓDIGO,IL TUO CODICE,,DIN KOD
welcome-01,cta,"Welcome 1 - day 0, has the code | button",,Start your first order,Bestel je eerste drukwerk,Passer ma première commande,Erste Bestellung aufgeben,Hacer mi primer pedido,Fai il tuo primo ordine,,Lägg din första order
welcome-01,ctanote,"Welcome 1 - day 0, has the code | small line under the button",,Use it at checkout on anything in the range.,"Gebruik hem bij het afrekenen, op alles uit het assortiment.","À utiliser au moment du paiement, sur tout le catalogue.",Beim Bezahlen einlösen – auf alles im Sortiment.,"Úsalo al pagar, en todo el catálogo.","Usalo alla cassa, su tutto il catalogo.",,"Använd den i kassan, på allt i sortimentet."
welcome-01,expires,"Welcome 1 - day 0, has the code | countdown, on the product tiles",,Expires in 5 days,Nog 5 dagen geldig,Valable encore 5 jours,Noch 5 Tage gültig,Válido 5 días más,Valido ancora 5 giorni,,Giltig 5 dagar till
welcome-01,eyebrow,"Welcome 1 - day 0, has the code | small green line above the headline",10%,10% OFF YOUR FIRST ORDER,10% KORTING OP JE EERSTE ORDER,10% SUR VOTRE PREMIÈRE COMMANDE,10% AUF IHRE ERSTE BESTELLUNG,10% EN TU PRIMER PEDIDO,10% SUL TUO PRIMO ORDINE,,10 % RABATT PÅ DIN FÖRSTA ORDER
welcome-01,file_b,"Welcome 1 - day 0, has the code | file_b",,"Send us whatever you have. We check every file before anything goes to print, and we tell you if something needs fixing.","Stuur gewoon wat je hebt. Elk bestand gaat langs de controle voordat het de pers op gaat, en we trekken aan de bel als er iets aangepast moet worden.","Envoyez ce que vous avez. Chaque fichier passe au contrôle avant impression, et on vous prévient si quelque chose doit bouger.","Schicken Sie einfach, was da ist. Jede Datei geht vor dem Druck durch die Prüfung, und wir sagen Bescheid, wenn etwas angepasst werden muss.","Manda lo que tengas. Cada archivo pasa por revisión antes de imprimir, y te avisamos si hay algo que cambiar.","Manda quello che hai. Ogni file passa dal controllo prima della stampa, e se c'è da sistemare qualcosa ti avvisiamo.",,"Skicka bara det du har. Varje fil går genom kontroll innan den trycks, och behöver något justeras hör du från oss i tid."
welcome-01,file_h,"Welcome 1 - day 0, has the code | file_h",,Not sure your file will work?,Twijfel je of je bestand goed is?,Un doute sur votre fichier ?,"Unsicher, ob Ihre Datei passt?",¿Dudas de si tu archivo servirá?,Non sei sicuro del tuo file?,,Osäker på om filen håller?
welcome-01,file_link,"Welcome 1 - day 0, has the code | file_link",,See how file checking works,Zo werkt de bestandscontrole,Comment marche la vérification,So funktioniert die Dateiprüfung,Así funciona la revisión de archivos,Come funziona il controllo dei file,,Så fungerar filkontrollen
welcome-01,h1,"Welcome 1 - day 0, has the code | main headline",,Welcome to Helloprint,Welkom bij Helloprint,Bienvenue chez Helloprint,Willkommen bei Helloprint,Bienvenido a Helloprint,Benvenuto in Helloprint,,Välkommen till Helloprint
welcome-01,pre,"Welcome 1 - day 0, has the code | hidden preheader - the inbox snippet",10%,"Your 10% code is inside, and you have 5 days to use it.",Je 10%-code staat hieronder — 5 dagen geldig.,"Votre code de 10% est juste en dessous, valable 5 jours.",Ihr 10%-Code steht gleich hier – 5 Tage gültig.,"Tu código del 10% está aquí abajo, válido 5 días.","Il tuo codice 10% è qui sotto, valido 5 giorni.",,Din 10 %-kod finns här nedan – giltig i 5 dagar.
welcome-01,pre_ordered,"Welcome 1 - day 0, has the code | preheader for people who already ordered (no discount)",10%,"Your 10% code is inside, and the prints most businesses start with.","Je 10%-code staat klaar, plus waar de meeste bedrijven mee beginnen.","Votre code de 10% vous attend, avec ce que commandent la plupart des entreprises.","Ihr 10%-Code wartet, dazu die Klassiker für den Anfang.","Tu código del 10% te espera, y con qué empiezan la mayoría de empresas.","Il tuo codice 10% ti aspetta, e da dove partono quasi tutte le aziende.",,"Din 10 %-kod är klar, plus det som de flesta företag börjar med."
welcome-01,reviews_note,"Welcome 1 - day 0, has the code | under the Trustpilot stars",,"Based on 34,000+ reviews",Uit 34.000+ reviews,Sur 34 000+ avis,Aus über 34.000 Bewertungen,De más de 34.000 opiniones,Su oltre 34.000 recensioni,,Av 34 000+ omdömen
welcome-01,sect_h,"Welcome 1 - day 0, has the code | section heading",,What businesses order first,Waar bedrijven mee beginnen,Ce que les entreprises commandent en premier,Damit fangen Unternehmen an,Con esto empiezan las empresas,Da qui partono le aziende,,Det här börjar företag med
welcome-01,sect_sub,"Welcome 1 - day 0, has the code | line under the section heading",10%,Pick one and your 10% comes off at checkout.,Kies er één. De 10% halen we er bij het afrekenen af.,Choisissez : les 10% partent au moment du paiement.,Eins aussuchen – die 10% gehen beim Bezahlen ab.,Elige uno y el 10% se descuenta al pagar.,"Scegline uno, il 10% si scala alla cassa.",,Välj en – dina 10 % dras av i kassan.
welcome-01,sub,"Welcome 1 - day 0, has the code | line under the headline",,"Print made simple, by people who have your back.","Drukwerk zonder gedoe, met mensen die naast je staan.","L'impression sans prise de tête, avec des gens qui vous épaulent.","Drucken ohne Umstände, mit Menschen, die hinter Ihnen stehen.","Imprimir sin complicaciones, con gente que te respalda.","Stampare senza complicazioni, con persone che ti danno una mano.",,"Trycksaker utan krångel, med folk som ställer upp för dig."
welcome-01,tp_alt_stars,"Welcome 1 - day 0, has the code | tp_alt_stars",,Rated 4.5 out of 5 stars on Trustpilot,"Beoordeeld met 4,5 van de 5 sterren op Trustpilot","Noté 4,5 étoiles sur 5 sur Trustpilot","Bewertet mit 4,5 von 5 Sternen auf Trustpilot","Valorado con 4,5 de 5 estrellas en Trustpilot","Valutato 4,5 stelle su 5 su Trustpilot",,"Betygsatt 4,5 av 5 stjärnor på Trustpilot"
welcome-01,tp_outof,"Welcome 1 - day 0, has the code | tp_outof",,out of 5 on Trustpilot,uit 5 op Trustpilot,sur 5 sur Trustpilot,von 5 auf Trustpilot,de 5 en Trustpilot,su 5 su Trustpilot,,av 5 på Trustpilot
welcome-01,u1,"Welcome 1 - day 0, has the code | u1",,1 unit,1 stuk,1 unité,1 Stück,1 unidad,1 pezzo,,1 st
welcome-01,u1000,"Welcome 1 - day 0, has the code | u1000",,"1,000 units",1.000 stuks,1 000 unités,1.000 Stück,1.000 unidades,1.000 pezzi,,1 000 st
welcome-01,u50,"Welcome 1 - day 0, has the code | u50",,50 units,50 stuks,50 unités,50 Stück,50 unidades,50 pezzi,,50 st
welcome-01,u500,"Welcome 1 - day 0, has the code | u500",,500 units,500 stuks,500 unités,500 Stück,500 unidades,500 pezzi,,500 st
welcome-01,usp.0,"Welcome 1 - day 0, has the code | usp.0",&ldquo; &rdquo;,&ldquo;Every price includes delivery and VAT&rdquo;,&ldquo;Elke prijs is all-in: verzending en btw zitten erin&rdquo;,&ldquo;Chaque prix est tout compris : livraison et TVA incluses&rdquo;,&ldquo;Bei jedem Preis ist alles dabei: Versand und MwSt.&rdquo;,&ldquo;Cada precio lo incluye todo: envío e IVA&rdquo;,&ldquo;Ogni prezzo è tutto compreso: spedizione e IVA&rdquo;,&ldquo;Every price includes shipping&rdquo;,&ldquo;Alla priser är färdiga: frakt och moms ingår&rdquo;
welcome-01,usp.1,"Welcome 1 - day 0, has the code | usp.1",&ldquo; &rdquo;,&ldquo;We check every file before it prints&rdquo;,&ldquo;Geen bestand gaat op de pers zonder controle&rdquo;,&ldquo;Aucun fichier ne part à l'impression sans vérification&rdquo;,&ldquo;Keine Datei geht ungeprüft in den Druck&rdquo;,&ldquo;Ningún archivo se imprime sin revisar&rdquo;,&ldquo;Nessun file va in stampa senza controllo&rdquo;,,&ldquo;Ingen fil går till tryck utan kontroll&rdquo;
welcome-01,usp.2,"Welcome 1 - day 0, has the code | usp.2",&ldquo; &rdquo; 100%,&ldquo;Backed by our 100% satisfaction guarantee&rdquo;,&ldquo;100% tevredenheidsgarantie op elke order&rdquo;,&ldquo;Satisfaction garantie à 100% sur chaque commande&rdquo;,&ldquo;100% Zufriedenheitsgarantie auf jede Bestellung&rdquo;,&ldquo;100% de satisfacción garantizada en cada pedido&rdquo;,&ldquo;Soddisfazione garantita al 100% su ogni ordine&rdquo;,,&ldquo;100 % nöjdhetsgaranti på varje order&rdquo;
welcome-02,alt_advisers,"Welcome 2 - day 1, behind the print | alt_advisers",,Helloprint customer advisers at work,Helloprint-klantadviseurs aan het werk,Des conseillers clients Helloprint au travail,Helloprint-Kundenberater bei der Arbeit,Asesores de clientes de Helloprint trabajando,Consulenti clienti Helloprint al lavoro,,Helloprints kundrådgivare i arbete
welcome-02,alt_beach,"Welcome 2 - day 1, behind the print | alt_beach",,The Helloprint team at a beach clean-up,Het Helloprint-team bij een strandopruiming,L'équipe Helloprint lors d'un nettoyage de plage,Das Helloprint-Team bei einer Strandreinigung,El equipo de Helloprint en una limpieza de playa,Il team Helloprint a una pulizia della spiaggia,,Helloprint-teamet på strandstädning
welcome-02,alt_eco,"Welcome 2 - day 1, behind the print | alt_eco",,Eco flyers printed on recycled paper,Eco-flyers gedrukt op gerecycled papier,Des flyers éco imprimés sur papier recyclé,Öko-Flyer auf Recyclingpapier gedruckt,Flyers ecológicos impresos en papel reciclado,Volantini eco stampati su carta riciclata,,Ekoflygblad tryckta på returpapper
welcome-02,alt_range,"Welcome 2 - day 1, behind the print | alt_range",,"Flyers, business cards, posters and roller banners","Flyers, visitekaartjes, posters en roll-upbanners","Flyers, cartes de visite, affiches et roll-ups","Flyer, Visitenkarten, Poster und Roll-up-Banner","Flyers, tarjetas de visita, pósters y roll-ups","Volantini, biglietti da visita, poster e roll-up",,"Flygblad, visitkort, affischer och rollups"
welcome-02,b.0.l,"Welcome 2 - day 1, behind the print | b.0.l",,How the platform works,Zo werkt het platform,Comment marche la plateforme,So funktioniert die Plattform,Así funciona la plataforma,Come funziona la piattaforma,,Så fungerar plattformen
welcome-02,b.0.t,"Welcome 2 - day 1, behind the print | b.0.t",,Printed close to you,Dicht bij jou gedrukt,Imprimé près de chez vous,In Ihrer Nähe gedruckt,Impreso cerca de ti,Stampato vicino a te,,Tryckt nära dig
welcome-02,b.1.l,"Welcome 2 - day 1, behind the print | b.1.l",,Read our impact report,Lees ons impactrapport,Lire notre rapport d'impact,Unseren Impact-Report lesen,Leer nuestro informe de impacto,Leggi il nostro report d'impatto,,Läs vår hållbarhetsrapport
welcome-02,b.1.t,"Welcome 2 - day 1, behind the print | b.1.t",,"Better print, less impact","Mooier drukwerk, minder impact","Mieux imprimé, moins d'impact","Besser gedruckt, weniger Impact","Mejor impresión, menos impacto","Stampa migliore, meno impatto",,"Bättre tryck, mindre avtryck"
welcome-02,b.2.l,"Welcome 2 - day 1, behind the print | b.2.l",,Browse everything,Bekijk het hele assortiment,Voir tout le catalogue,Das ganze Sortiment ansehen,Ver todo el catálogo,Guarda tutto il catalogo,,Se hela sortimentet
welcome-02,b.2.t,"Welcome 2 - day 1, behind the print | b.2.t",,"Over 10,000 products",Meer dan 10.000 producten,Plus de 10 000 produits,Über 10.000 Produkte,Más de 10.000 productos,Oltre 10.000 prodotti,,Över 10 000 produkter
welcome-02,cta,"Welcome 2 - day 1, behind the print | button",,Read our story,Lees ons verhaal,Découvrir notre histoire,Unsere Geschichte lesen,Conoce nuestra historia,Scopri la nostra storia,,Läs vår historia
welcome-02,eco_body,"Welcome 2 - day 1, behind the print | eco_body",,"Print should not cost the earth. Being a certified B Corp keeps us honest about that, and it is why we work with partners who produce closer to you and materials that ask less of the planet. Our impact report shows where we stand and where we are heading.","Drukwerk hoeft de aarde niet te kosten. Als gecertificeerde B Corp worden we daarop afgerekend, en daarom kiezen we partners die dichter bij je produceren en materialen die de planeet minder vragen. In ons impactrapport staat waar we staan en waar we naartoe werken.","L'impression ne devrait pas coûter la planète. Notre certification B Corp nous oblige à le prouver, et c'est pourquoi nous travaillons avec des partenaires qui produisent plus près de vous et des matériaux moins gourmands. Notre rapport d'impact dit où nous en sommes et où nous allons.","Drucken muss die Umwelt nicht kosten. Als zertifizierte B Corp müssen wir das belegen – deshalb arbeiten wir mit Partnern, die näher bei Ihnen produzieren, und mit Materialien, die dem Planeten weniger abverlangen. Unser Impact-Report zeigt, wo wir stehen und wohin wir wollen.","Imprimir no tiene por qué costarle al planeta. Ser una B Corp certificada nos obliga a demostrarlo, y por eso trabajamos con socios que producen más cerca de ti y con materiales que piden menos al planeta. Nuestro informe de impacto cuenta dónde estamos y hacia dónde vamos.","Stampare non deve costare al pianeta. Essere una B Corp certificata ci obbliga a dimostrarlo, ed è per questo che scegliamo partner che producono più vicino a te e materiali che chiedono meno al pianeta. Il nostro report d'impatto dice dove siamo e dove stiamo andando.",,"Tryck ska inte kosta jorden. Som certifierad B Corp blir vi granskade på just det, och därför väljer vi partner som producerar närmare dig och material som tär mindre på planeten. Vår hållbarhetsrapport visar var vi står och vart vi är på väg."
welcome-02,expires,"Welcome 2 - day 1, behind the print | countdown, on the product tiles",&middot; &nbsp;,&nbsp;&middot;&nbsp;Expires in 4 days,&nbsp;&middot;&nbsp;Verloopt over 4 dagen,&nbsp;&middot;&nbsp;Expire dans 4 jours,&nbsp;&middot;&nbsp;Läuft in 4 Tagen ab,&nbsp;&middot;&nbsp;Caduca en 4 días,&nbsp;&middot;&nbsp;Scade tra 4 giorni,,&nbsp;&middot;&nbsp;4 dagar kvar
welcome-02,h1,"Welcome 2 - day 1, behind the print | main headline",,Who actually prints your order,Wie jouw drukwerk maakt,Qui imprime vos commandes,Wer Ihre Drucksachen produziert,Quién imprime tus pedidos,Chi stampa i tuoi ordini,,Vilka trycker dina order
welcome-02,pre,"Welcome 2 - day 1, behind the print | hidden preheader - the inbox snippet",10%,Printed closer to you by a certified B Corp. Your 10% has 4 days left.,"Dichter bij jou gedrukt, door een gecertificeerde B Corp. Nog 4 dagen voor je 10%.","Imprimé près de chez vous, par une B Corp certifiée. Encore 4 jours pour vos 10%.","Näher bei Ihnen gedruckt, von einer zertifizierten B Corp. Noch 4 Tage für Ihre 10%.","Impreso cerca de ti, por una B Corp certificada. Te quedan 4 días para tu 10%.","Stampato vicino a te, da una B Corp certificata. Ancora 4 giorni per il tuo 10%.",,"Tryckt närmare dig, av en certifierad B Corp. Dina 10 % gäller i 4 dagar."
welcome-02,pre_ordered,"Welcome 2 - day 1, behind the print | preheader for people who already ordered (no discount)",,"Printed closer to you, a B Corp certification, and over 10,000 products.","Dichter bij jou gedrukt, een B Corp-certificering en meer dan 10.000 producten.","Imprimé près de chez vous, une certification B Corp et plus de 10 000 produits.","Näher bei Ihnen gedruckt, B Corp zertifiziert und über 10.000 Produkte.","Impreso cerca de ti, certificación B Corp y más de 10.000 productos.","Stampato vicino a te, certificazione B Corp e oltre 10.000 prodotti.",,"Tryckt närmare dig, B Corp-certifierat och över 10 000 produkter."
welcome-02,range_body,"Welcome 2 - day 1, behind the print | range_body",,"More than 100 million product combinations. Business cards, flyers, brochures, posters, banners, textiles, packaging and branded gifts. Configure what you need and the platform finds a partner who can make it.","Meer dan 100 miljoen combinaties. Visitekaartjes, flyers, brochures, posters, banners, textiel, verpakking en relatiegeschenken. Jij stelt samen wat je nodig hebt, het platform zoekt de partner die het kan maken.","Plus de 100 millions de combinaisons. Cartes de visite, flyers, brochures, affiches, banderoles, textile, emballage et objets publicitaires. Vous configurez ce qu'il vous faut, la plateforme trouve l'imprimeur capable de le produire.","Über 100 Millionen Kombinationen. Visitenkarten, Flyer, Broschüren, Poster, Banner, Textil, Verpackung und Werbegeschenke. Sie konfigurieren, was Sie brauchen – die Plattform findet den Partner, der es herstellen kann.","Más de 100 millones de combinaciones. Tarjetas de visita, flyers, folletos, pósters, banners, textil, packaging y regalos de empresa. Tú configuras lo que necesitas y la plataforma encuentra quién puede producirlo.","Oltre 100 milioni di combinazioni. Biglietti da visita, flyer, brochure, poster, banner, tessile, packaging e gadget aziendali. Tu configuri quello che ti serve, la piattaforma trova il partner che può produrlo.",,"Över 100 miljoner kombinationer. Visitkort, flygblad, broschyrer, affischer, banderoller, textil, förpackning och profilprodukter. Du sätter ihop det du behöver, plattformen hittar tryckeriet som kan göra det."
welcome-02,sect_h,"Welcome 2 - day 1, behind the print | section heading",,Three things worth knowing,Drie dingen die je moet weten,Trois choses à savoir,"Drei Dinge, die Sie wissen sollten",Tres cosas que conviene saber,Tre cose da sapere,,Tre saker värda att veta
welcome-02,sect_sub,"Welcome 2 - day 1, behind the print | line under the section heading",,Not slogans. Things you can check.,Geen praatjes. Dingen die je zelf kunt nagaan.,Pas des slogans. Des faits vérifiables.,Keine Slogans. Nachprüfbare Fakten.,No son eslóganes. Son datos que puedes comprobar.,Non slogan. Fatti che puoi verificare.,,Inga slogans. Sånt du kan kontrollera själv.
